,Average,Date
598,61.52879814814814,2017-05-17
599,61.00453703703703,2017-05-18
600,61.779575925925926,2017-05-19
601,62.114170370370374,2017-05-22
602,61.73351666666667,2017-05-23
603,61.61463148148149,2017-05-24
604,60.889931481481476,2017-05-25
605,60.09890555555556,2017-05-26
606,59.50558703703704,2017-05-30
607,58.81068703703704,2017-05-31
608,59.2431425925926,2017-06-01
609,58.72029444444444,2017-06-02
610,58.474444444444444,2017-06-05
611,58.677724074074085,2017-06-06
612,58.25435000000001,2017-06-07
613,57.85275555555557,2017-06-08
614,58.63305555555556,2017-06-09
615,59.784529629629624,2017-06-12
616,59.75310555555556,2017-06-13
617,58.97550370370371,2017-06-14
618,58.086444444444446,2017-06-15
619,58.158796296296295,2017-06-16
620,58.359738888888884,2017-06-19
621,57.13849074074074,2017-06-20
622,56.77913148148149,2017-06-21
623,56.57365,2017-06-22
624,56.749279629629626,2017-06-23
625,57.19556851851852,2017-06-26
626,57.3328888888889,2017-06-27
627,57.499605555555554,2017-06-28
628,58.1064074074074,2017-06-29
629,58.2811037037037,2017-06-30
630,59.01673392857142,2017-07-03
631,57.90655357142858,2017-07-05
632,57.33970535714287,2017-07-06
633,56.30992321428572,2017-07-07
634,56.822473214285715,2017-07-10
635,57.22516071428572,2017-07-11
636,57.82997142857142,2017-07-12
637,57.58410714285714,2017-07-13
638,58.13392857142856,2017-07-14
639,58.35463035714286,2017-07-17
640,58.21408214285714,2017-07-18
641,58.586450000000006,2017-07-19
642,59.184201785714286,2017-07-20
643,58.44631964285715,2017-07-21
644,58.300166071428585,2017-07-24
645,59.31221428571428,2017-07-25
646,59.46565892857142,2017-07-26
647,59.27994821428572,2017-07-27
648,59.763582142857146,2017-07-28
649,59.42158571428571,2017-07-31
650,58.55001785714286,2017-08-01
651,58.18922500000001,2017-08-02
652,57.42326071428572,2017-08-03
653,56.9570625,2017-08-04
654,56.45140535714287,2017-08-07
655,56.43045,2017-08-08
656,56.61142678571429,2017-08-09
657,56.402321428571426,2017-08-10
658,55.729842857142856,2017-08-11
659,55.54806607142857,2017-08-14
660,54.91667142857142,2017-08-15
661,54.70073392857143,2017-08-16
662,54.01303571428571,2017-08-17
663,53.821883928571424,2017-08-18
664,53.60149821428571,2017-08-21
665,53.885258928571425,2017-08-22
666,54.19732142857144,2017-08-23
667,54.23304642857143,2017-08-24
668,54.56534285714285,2017-08-25
669,54.18475178571429,2017-08-28
670,53.81040178571429,2017-08-29
671,53.96697678571429,2017-08-30
672,54.488035714285715,2017-08-31
673,54.84142857142857,2017-09-01
674,55.39401607142857,2017-09-05
675,56.10511607142856,2017-09-06
676,56.12396428571428,2017-09-07
677,55.59422500000001,2017-09-08
678,55.74833214285714,2017-09-11
679,56.350855357142855,2017-09-12
680,57.164182142857136,2017-09-13
681,58.67659107142857,2017-09-14
682,57.97706607142857,2017-09-15
683,58.246201785714284,2017-09-18
684,58.46095357142857,2017-09-19
685,59.014141071428575,2017-09-20
686,59.23968749999999,2017-09-21
687,59.54523571428572,2017-09-22
688,60.60839464285715,2017-09-25
689,60.83419821428571,2017-09-26
690,61.031610714285726,2017-09-27
691,61.34090714285714,2017-09-28
692,61.02345000000001,2017-09-29
693,60.84726428571428,2017-10-02
694,61.44606785714286,2017-10-03
695,61.37403571428572,2017-10-04
696,61.57032678571428,2017-10-05
697,61.00923214285714,2017-10-06
698,61.1394375,2017-10-09
699,61.40547678571429,2017-10-10
700,60.89594464285714,2017-10-11
